,0,1,2
192,0.119111633,0.319607895,0.119111633
193,0.109105605,0.356012414,0.109105605
194,0.11274441,0.372510713,0.11274441
195,0.112006375,0.360060472,0.112006375
196,0.108834251,0.366775469,0.108834251
197,0.109260394,0.339688671,0.109260394
198,0.114044254,0.31274827,0.114044254
199,0.11451781,0.292423128,0.11451781
200,0.116359831,0.278375424,0.116359831
201,0.110355539,0.264274683,0.110355539
202,0.101746673,0.27844795,0.101746673
203,0.107290578,0.283168717,0.107290578
204,0.109588403,0.298314706,0.109588403
205,0.109247448,0.334156957,0.109247448
206,0.104902459,0.331574405,0.104902459
207,0.100304187,0.297198997,0.100304187
208,0.10074743,0.306228022,0.10074743
209,0.097569051,0.299101147,0.097569051
210,0.096641111,0.297353707,0.096641111
211,0.097714581,0.279084809,0.097714581
212,0.096479595,0.274847952,0.096479595
213,0.092604915,0.284463799,0.092604915
214,0.098243458,0.274324832,0.098243458
215,0.095887713,0.294275167,0.095887713
216,0.091199539,0.29112279,0.091199539
217,0.088551164,0.304259393,0.088551164
218,0.095228916,0.295591827,0.095228916
219,0.089346809,0.27870772,0.089346809
220,0.086279633,0.276066602,0.086279633
221,0.089502812,0.272550047,0.089502812
222,0.091009293,0.262606492,0.091009293
223,0.086494552,0.239773327,0.086494552
224,0.091279261,0.24188579,0.091279261
225,0.090653215,0.252862853,0.090653215
226,0.08893723,0.251168116,0.08893723
227,0.087618788,0.250583041,0.087618788
228,0.089924743,0.238079558,0.089924743
229,0.08741678,0.242864275,0.08741678
230,0.089731712,0.255036646,0.089731712
231,0.083153327,0.240796681,0.083153327
232,0.083381169,0.221678979,0.083381169
233,0.083002907,0.231309379,0.083002907
234,0.08576134,0.230842351,0.08576134
235,0.08644078,0.249272671,0.08644078
236,0.079443273,0.24267464,0.079443273
237,0.080927357,0.227498918,0.080927357
238,0.084439975,0.219592093,0.084439975
239,0.085556857,0.247247556,0.085556857
240,0.078345691,0.26236426,0.078345691
241,0.080708495,0.273096449,0.080708495
242,0.085115882,0.289148432,0.085115882
243,0.082893632,0.275027816,0.082893632
244,0.074984305,0.256921416,0.074984305
245,0.081978134,0.254206344,0.081978134
246,0.074680741,0.204546731,0.074680741
247,0.078630135,0.190384437,0.078630135
248,0.074634231,0.190599731,0.074634231
249,0.0742483,0.197477536,0.0742483
250,0.075495824,0.210941154,0.075495824
251,0.079215873,0.230047313,0.079215873
252,0.078831771,0.23685649,0.078831771
253,0.077174144,0.218069506,0.077174144
254,0.074210706,0.211285668,0.074210706
255,0.071959914,0.201562875,0.071959914
256,0.073028997,0.188467446,0.073028997
257,0.070716673,0.184378514,0.070716673
258,0.073194548,0.202663449,0.073194548
259,0.068921322,0.240801119,0.068921322
260,0.069484754,0.250262867,0.069484754
261,0.071522909,0.230942851,0.071522909
262,0.076945137,0.220376774,0.076945137
263,0.073120044,0.214442839,0.073120044
264,0.069943161,0.202758832,0.069943161
265,0.073027917,0.190751793,0.073027917
266,0.071112407,0.180889306,0.071112407
267,0.07570196,0.180314586,0.07570196
268,0.074709731,0.182312034,0.074709731
269,0.07030748,0.219300364,0.07030748
270,0.068481191,0.219786319,0.068481191
271,0.065971694,0.205948448,0.065971694
272,0.068680665,0.203413166,0.068680665
273,0.073880826,0.2015894,0.073880826
274,0.076489587,0.181096279,0.076489587
275,0.071847656,0.177551929,0.071847656
276,0.068959467,0.171255805,0.068959467
277,0.06915745,0.171828766,0.06915745
278,0.068580775,0.160158897,0.068580775
279,0.073146403,0.164885024,0.073146403
280,0.065450881,0.151662818,0.065450881
281,0.066246726,0.143229,0.066246726
282,0.067425621,0.120978773,0.067425621
283,0.065462025,0.146646604,0.065462025
284,0.059471092,0.168593197,0.059471092
285,0.063999648,0.18306803,0.063999648
286,0.060874016,0.171593296,0.060874016
287,0.065472348,0.154907629,0.065472348
288,0.062354999,0.163179047,0.062354999
289,0.062408422,0.178091734,0.062408422
290,0.061790266,0.195496403,0.061790266
291,0.0630659,0.194979998,0.0630659
292,0.061904865,0.183038111,0.061904865
293,0.061513036,0.169832795,0.061513036
294,0.059301946,0.15530287,0.059301946
295,0.057250457,0.15636064,0.057250457
296,0.058496278,0.153959194,0.058496278
297,0.064645128,0.152224027,0.064645128
298,0.06753684,0.17816126,0.06753684
299,0.058457681,0.170205787,0.058457681
300,0.056911015,0.149709593,0.056911015
301,0.058630027,0.152207162,0.058630027
302,0.060485017,0.156220842,0.060485017
303,0.059438858,0.141989712,0.059438858
304,0.054844936,0.139896011,0.054844936
305,0.056472279,0.148111859,0.056472279
306,0.054844099,0.170083582,0.054844099
307,0.053709319,0.171987063,0.053709319
308,0.056782327,0.154717807,0.056782327
309,0.05620224,0.138325214,0.05620224
310,0.058911974,0.151782163,0.058911974
311,0.058825,0.164541866,0.058825
312,0.057848086,0.168583625,0.057848086
313,0.05603948,0.142017834,0.05603948
314,0.057406127,0.107692164,0.057406127
315,0.060230022,0.097955461,0.060230022
316,0.057802521,0.103922685,0.057802521
317,0.052741842,0.135484198,0.052741842
318,0.051559614,0.139907052,0.051559614
319,0.056198902,0.110745029,0.056198902
320,0.053962668,0.114023693,0.053962668
321,0.052328414,0.124572751,0.052328414
322,0.052356568,0.148071169,0.052356568
323,0.053478212,0.147716965,0.053478212
324,0.053695133,0.159648732,0.053695133
325,0.058827543,0.154630766,0.058827543
326,0.051265321,0.146731717,0.051265321
327,0.056993146,0.163138323,0.056993146
328,0.055252408,0.142275406,0.055252408
329,0.057107828,0.136237053,0.057107828
330,0.056884339,0.145615673,0.056884339
331,0.052927111,0.137648494,0.052927111
332,0.049703528,0.136584522,0.049703528
333,0.052270506,0.132869208,0.052270506
334,0.052941885,0.126243611,0.052941885
335,0.050612151,0.146280253,0.050612151
336,0.05657142,0.156221159,0.05657142
337,0.053897562,0.141832192,0.053897562
338,0.048661166,0.107630532,0.048661166
339,0.052418957,0.108363593,0.052418957
340,0.047306106,0.10802976,0.047306106
341,0.05054766,0.096308584,0.05054766
342,0.0500342,0.119741261,0.0500342
343,0.050805627,0.134406708,0.050805627
344,0.048789539,0.140693963,0.048789539
345,0.049960866,0.13092153,0.049960866
346,0.052682773,0.128107508,0.052682773
347,0.048530484,0.126978617,0.048530484
348,0.047117117,0.12820963,0.047117117
349,0.049971417,0.120406835,0.049971417
350,0.043310674,0.127120268,0.043310674
351,0.050062971,0.118898045,0.050062971
352,0.049508554,0.097398034,0.049508554
353,0.044908675,0.103618296,0.044908675
354,0.051141113,0.104658899,0.051141113
355,0.049626233,0.122443385,0.049626233
356,0.047687873,0.132172502,0.047687873
357,0.047033843,0.13368455,0.047033843
358,0.049440817,0.112687884,0.049440817
359,0.045787369,0.098610816,0.045787369
360,0.050565059,0.096685421,0.050565059
361,0.046299723,0.098598973,0.046299723
362,0.042608398,0.101762764,0.042608398
363,0.046353336,0.096924849,0.046353336
364,0.045890321,0.111456086,0.045890321
365,0.043087062,0.095031399,0.043087062
366,0.040622995,0.085362333,0.040622995
367,0.048406976,0.088160268,0.048406976
368,0.044552288,0.097530685,0.044552288
369,0.040760829,0.090946928,0.040760829
370,0.043169259,0.078371817,0.043169259
371,0.043164683,0.091566216,0.043164683
372,0.041801484,0.104798065,0.041801484
373,0.04481228,0.111346751,0.04481228
374,0.047801592,0.102572454,0.047801592
375,0.041850214,0.11142312,0.041850214
376,0.040995475,0.103550763,0.040995475
377,0.044193593,0.092837138,0.044193593
378,0.042423192,0.094764397,0.042423192
379,0.042987441,0.087998042,0.042987441
380,0.042318095,0.086887405,0.042318095
381,0.041097975,0.091164302,0.041097975
382,0.038916903,0.073428471,0.038916903
383,0.042474794,0.066790879,0.042474794
384,0.044617916,0.07032973,0.044617916
385,0.042915637,0.082368339,0.042915637
386,0.040305246,0.095990806,0.040305246
387,0.043481001,0.101474694,0.043481001
388,0.043238231,0.102414713,0.043238231
389,0.041155243,0.102541473,0.041155243
390,0.039897112,0.087494405,0.039897112
391,0.040584856,0.085365729,0.040584856
392,0.042908449,0.091354537,0.042908449
393,0.042893366,0.095150686,0.042893366
394,0.039310099,0.083900441,0.039310099
395,0.038238261,0.077347574,0.038238261
396,0.038376887,0.085176418,0.038376887
397,0.039944863,0.091151381,0.039944863
398,0.042225382,0.068532748,0.042225382
399,0.042928889,0.070207105,0.042928889
400,0.041961626,0.084449381,0.041961626
401,0.040605535,0.091720601,0.040605535
402,0.039537446,0.084545317,0.039537446
403,0.043767436,0.075327416,0.043767436
404,0.044229309,0.071120095,0.044229309
405,0.03979109,0.069360388,0.03979109
406,0.036699435,0.075418882,0.036699435
407,0.037650188,0.077964867,0.037650188
408,0.039257287,0.087257404,0.039257287
409,0.042856036,0.108176187,0.042856036
410,0.042181367,0.101764384,0.042181367
411,0.035769744,0.108591239,0.035769744
412,0.037926442,0.09058492,0.037926442
413,0.037779385,0.093316485,0.037779385
414,0.035895233,0.09220546,0.035895233
415,0.039832949,0.081466339,0.039832949
416,0.038518954,0.090530925,0.038518954
417,0.036983078,0.085039462,0.036983078
418,0.038195144,0.07300658,0.038195144
419,0.039502023,0.082646633,0.039502023
420,0.038689526,0.077118077,0.038689526
421,0.039767693,0.075602087,0.039767693
422,0.037050056,0.085820226,0.037050056
423,0.03534866,0.090568756,0.03534866
424,0.040108662,0.098145625,0.040108662
425,0.037379055,0.087357317,0.037379055
426,0.034517041,0.073563706,0.034517041
427,0.039592641,0.064383909,0.039592641
428,0.039057406,0.070465616,0.039057406
429,0.033825628,0.076536727,0.033825628
430,0.036994513,0.064914783,0.036994513
431,0.03674467,0.064894312,0.03674467
432,0.036631923,0.063331759,0.036631923
433,0.032029733,0.061925143,0.032029733
434,0.036753724,0.067836765,0.036753724
435,0.041074916,0.077699342,0.041074916
436,0.034652162,0.084033664,0.034652162
437,0.03620314,0.08385675,0.03620314
438,0.035603136,0.081425227,0.035603136
439,0.035173654,0.08224992,0.035173654
440,0.034951671,0.074197779,0.034951671
441,0.034090202,0.08519996,0.034090202
442,0.033679091,0.084184448,0.033679091
443,0.032168199,0.078936005,0.032168199
444,0.034098594,0.08088459,0.034098594
445,0.029964434,0.081864085,0.029964434
446,0.034821224,0.074834037,0.034821224
447,0.034384455,0.076788749,0.034384455
448,0.03398765,0.076838428,0.03398765
449,0.035515748,0.081562588,0.035515748
450,0.032837708,0.074258161,0.032837708
451,0.032924716,0.060012843,0.032924716
452,0.035673587,0.070337684,0.035673587
453,0.030035261,0.071890219,0.030035261
454,0.034932979,0.069627825,0.034932979
455,0.03009,0.072251657,0.03009
456,0.038298381,0.068866243,0.038298381
457,0.036195779,0.076420332,0.036195779
458,0.035741141,0.072587771,0.035741141
459,0.031594801,0.067970383,0.031594801
460,0.030096289,0.067205013,0.030096289
461,0.030893902,0.071100164,0.030893902
462,0.030718749,0.07198484,0.030718749
463,0.027769199,0.063582006,0.027769199
464,0.031681002,0.067465413,0.031681002
465,0.035639845,0.061495296,0.035639845
466,0.033329353,0.061618086,0.033329353
467,0.032827385,0.061874413,0.032827385
468,0.031390523,0.080366263,0.031390523
469,0.029721687,0.05907595,0.029721687
470,0.029710417,0.050333911,0.029710417
471,0.031448243,0.04711591,0.031448243
472,0.03104891,0.050134049,0.03104891
473,0.029404665,0.054666175,0.029404665
474,0.031878189,0.067120215,0.031878189
475,0.03205181,0.070675656,0.03205181
476,0.029955073,0.055801287,0.029955073
477,0.031465731,0.052013321,0.031465731
478,0.030618338,0.053759364,0.030618338
479,0.030613528,0.056319829,0.030613528
480,0.030210332,0.057718836,0.030210332
481,0.032611112,0.065026783,0.032611112
482,0.036140909,0.050694364,0.036140909
483,0.027122441,0.05097609,0.027122441
484,0.032139501,0.045734457,0.032139501
485,0.033092027,0.049757122,0.033092027
486,0.028566321,0.061145591,0.028566321
487,0.02618554,0.058268424,0.02618554
488,0.029251732,0.056776667,0.029251732
489,0.031706827,0.057434867,0.031706827
490,0.030443259,0.059656049,0.030443259
491,0.02683879,0.055026096,0.02683879
492,0.029237002,0.06011295,0.029237002
493,0.029158877,0.070336132,0.029158877
494,0.03006925,0.068843588,0.03006925
495,0.030011829,0.063588783,0.030011829
496,0.028808948,0.062833565,0.028808948
497,0.029241372,0.063627294,0.029241372
498,0.030262053,0.062723313,0.030262053
499,0.030788965,0.055273011,0.030788965
