,0
0,0.03992032591991327
1,0.05936641895475601
2,0.06090181131235095
3,0.06643513041725337
4,0.07491865775332279
5,0.08302653037807381
6,0.0738197898020369
7,0.08950320267180667
8,0.0913290955630493
9,0.10423850377071338
10,0.10962106622461822
11,0.10894448246004725
12,0.11604592934354145
13,0.14331218406889415
14,0.12514702492070445
15,0.14852627074171784
16,0.13525107071372144
17,0.14519222561284362
18,0.13444180581489015
19,0.1452970989459087
20,0.14366326856033185
21,0.14100760544283542
22,0.15209907685403173
23,0.15951336335819613
24,0.17452636107326858
25,0.13594240602662636
26,0.14011202365733044
27,0.14874741078319692
28,0.13952422935857894
29,0.13661473024300494
30,0.12859673262778554
31,0.11044783818526271
32,0.11951114174441066
33,0.10531723841869267
34,0.1270936822064087
35,0.10177709377486786
36,0.10631504131907296
37,0.13931879155308544
38,0.09877509269239891
39,0.09284502315321566
40,0.08896039525886676
41,0.08019689414629572
42,0.08713210591761045
43,0.07915207351360892
44,0.0875863443226948
45,0.0908097411564429
46,0.10104104269509272
47,0.10743715588947574
48,0.09904564085780897
49,0.07996955025033821
50,0.06817379696869635
51,0.06479847528066066
52,0.0638671964822883
53,0.07165754868341656
54,0.06587807842947564
55,0.05793460464017156
56,0.055579805776216275
57,0.05712404098458868
58,0.04738313895094649
59,0.07558477791375699
60,0.05283478170671987
61,0.057445335170129515
62,0.0679179915314091
63,0.08282153016985269
64,0.049899965838667584
65,0.061088098743007246
66,0.04347282174677272
67,0.05316513380602648
68,0.0657451453990669
69,0.07185832691034338
70,0.04747300169351448
71,0.06530093476789527
72,0.06230962928283991
73,0.04845857131760334
74,0.04858160618241877
75,0.06801607017553543
76,0.06410316452182846
77,0.042746354080929215
78,0.04490397915438436
79,0.04585341687455063
80,0.059944405285248144
81,0.04012060470429708
82,0.05653629695727057
83,0.0400675601659724
84,0.04046354483588668
85,0.09739541574667361
86,0.10547445502013297
87,0.03981653921510141
88,0.05195788677107736
89,0.03836879920888468
90,0.059896721830921006
91,0.03573044893576112
92,0.039838967502951426
93,0.07605350041676069
94,0.069957561570771
95,0.03641059082545466
96,0.03661864636419285
97,0.03380562819688148
98,0.07112312814719121
99,0.03982972812251166
100,0.059871668822907155
