,0
0,0.05377294695303361
1,0.06769469032516091
2,0.0764586996119366
3,0.08789685562796677
4,0.10612843980996871
5,0.11173552504200551
6,0.11920939521044692
7,0.14665231036816223
8,0.13061144412507203
9,0.15797764833589711
10,0.15704102703902606
11,0.1679596836828708
12,0.17467171870502282
13,0.16566202144543418
14,0.18034613941487085
15,0.21208947243553974
16,0.20106961439396562
17,0.17941198125852412
18,0.19451597660755165
19,0.17981615882548535
20,0.17789626241535414
21,0.21913988644699198
22,0.17754998047823797
23,0.18691279131095473
24,0.18029448268828205
25,0.17089620462462096
26,0.16054326625257248
27,0.1662432001904397
28,0.1464984557079045
29,0.1414386213481015
30,0.14142708969005202
31,0.1356052674245426
32,0.13736660537518983
33,0.1420411033104948
34,0.11949225281850703
35,0.11374342452853244
36,0.12231754393382865
37,0.11384747045603437
38,0.1258145659397653
39,0.10222319521295176
40,0.09424862045069153
41,0.09780915454053715
42,0.11130430910197953
43,0.09026273025051691
44,0.10083922273343135
45,0.08635847608752756
46,0.09074049305174085
47,0.09371672357350878
48,0.06453271693825467
49,0.06527762192228477
50,0.07947979604985479
51,0.07254407605718743
52,0.07155772945903487
53,0.10382430981923184
54,0.07306480780300037
55,0.08272472305954204
56,0.05149860717758707
57,0.0414759112340282
58,0.06759846087774486
59,0.05041287964393982
60,0.03637692549082307
61,0.08966213950013799
62,0.06564863431986043
63,0.06545458753280849
64,0.05242885430664771
65,0.1097968379400741
66,0.06788963439932497
67,0.05935826204687198
68,0.05099532256375782
69,0.08266653270540293
70,0.07102073374356933
71,0.05720385790639153
72,0.08576746115389502
73,0.03968046154903841
74,0.06102654585906549
75,0.0419806535047806
76,0.05665403534405728
77,0.18788626349119797
78,0.06902945634184117
79,0.048009095980587904
80,0.07637757336161057
81,0.04483312106453354
82,0.04695816890567882
83,0.04599634785146405
84,0.06691631166078445
85,0.041031247472817604
86,0.05461294819478047
87,0.06341082886863446
88,0.07169857461525415
89,0.0411536001682107
90,0.05298405987615555
91,0.0773596686251588
92,0.10105831871976871
93,0.08901209043154676
94,0.08359067888680911
95,0.05680222099688927
96,0.14178942375421993
97,0.08445158519506078
98,0.05790709347984019
99,0.06401439829701618
100,0.07692140821184726
101,0.057851019827545404
102,0.12256644653785354
103,0.1161675301850404
104,0.08615063580913022
105,0.08150491232123176
106,0.05556261825146339
107,0.10797495306828617
108,0.08374616101097881
109,0.18611091973333918
110,0.05573299907678773
111,0.07896800396813959
112,0.11885753009093511
113,0.034569057391562984
114,0.0602851627932579
115,0.055407606066917504
116,0.09338145219568708
117,0.04481363767243919
118,0.04976791629728473
119,0.06756711518644827
