,0
0,0.07672446369220241
1,0.10184539891268606
2,0.09712393381173827
3,0.11471398898921256
4,0.10599650030902666
5,0.12026329800223273
6,0.1289701031064521
7,0.1441206613895034
8,0.14022357286871126
9,0.15592960036928843
10,0.15575562989375674
11,0.15345050197269353
12,0.1914199492220979
13,0.1984437932230184
14,0.1802359755442862
15,0.1934937078114985
16,0.18915210792749065
17,0.18049500924764988
18,0.19549835071444965
19,0.2126489243978614
20,0.19054813176029384
21,0.224266099723506
22,0.17432667051658168
23,0.19577224748591487
24,0.19121538614514755
25,0.1993937255231941
26,0.1671123783856372
27,0.16342957215044507
28,0.1898035844451933
29,0.16378256899194826
30,0.2021750334962753
31,0.13784688096836006
32,0.14986049418396324
33,0.13625906519788814
34,0.1370890589430345
35,0.11611546695800458
36,0.1145343167444476
37,0.1305649751736023
38,0.11096664483167296
39,0.11254262675023594
40,0.09511256310399523
41,0.12123354439715035
42,0.09396589054107231
43,0.13362598758570823
44,0.08002998760767804
45,0.09221703512866668
46,0.09473849849965947
47,0.12069711470258573
48,0.10674816818473462
49,0.06266978367449134
50,0.07192310966668845
51,0.10908708958479381
52,0.07980631991183755
53,0.10693042234792918
54,0.0649921425588306
55,0.09228329260907775
56,0.06555643901588726
57,0.06330307914000864
58,0.07768709160024015
59,0.09090214463351888
60,0.06200409523545306
61,0.07423102754578641
62,0.08858269863579134
63,0.05784359613683349
64,0.0901140154072161
65,0.07993873836514816
66,0.05408692353026289
67,0.06105105822167389
68,0.053695426186296184
69,0.06625459058880119
70,0.05533806273652675
71,0.09593364686522711
72,0.09651506416065843
73,0.05097180169960683
74,0.05412354025825689
75,0.04855693368049176
76,0.0952573492227859
77,0.032402503646613845
78,0.05353246433951693
79,0.048125922445706744
80,0.05756866911703208
81,0.07511875947143526
82,0.09412838948599045
83,0.08837792286209763
84,0.06014487530155693
85,0.0560652810756989
86,0.07687528671473208
87,0.06562950093862768
88,0.06489186061342336
89,0.11579023627211911
90,0.05637162786798495
91,0.06159305835494999
92,0.11092558358490459
93,0.06367616225399943
94,0.1318805244868536
95,0.06080819807518082
96,0.08843998825125175
97,0.045300578466659
98,0.0698018806905601
99,0.05182909309680682
100,0.042413418988366404
