,0
0,0.025621593940981343
1,0.03855412495694923
2,0.04706595343060982
3,0.05601737297396218
4,0.062277846316639296
5,0.06464773725999882
6,0.06404980698499561
7,0.06517160050029477
8,0.06880405057050093
9,0.07240683152606339
10,0.07736937117086616
11,0.08148716866852929
12,0.08519135539357284
13,0.08837813591636327
14,0.09058362148985685
15,0.09150043388017871
16,0.09143889024253798
17,0.08902954408792807
18,0.08730204858123142
19,0.08505417254926496
20,0.0817508592033617
21,0.07821007066678813
22,0.07274591765478278
23,0.06919604423949854
24,0.06545635114752574
25,0.06239947557406419
26,0.05890029813689149
27,0.05565335448021986
28,0.050753291438643634
29,0.04742311224952656
30,0.04483507734783872
31,0.041776818863299
32,0.04011142819998645
33,0.036050801274748565
34,0.03410743350348293
35,0.031011705061055547
36,0.030038372976667574
37,0.027955148753651866
38,0.026762425371425414
39,0.023884289600598973
40,0.022708251895559983
41,0.021211968913103323
42,0.020142070635084768
43,0.019036945574277712
44,0.017413729003729308
45,0.016716148429156613
46,0.015580759359341445
47,0.014669826709515114
48,0.013844761972544714
49,0.013452787190451728
50,0.012945774543608122
51,0.012450617134208572
52,0.011007919946778976
53,0.011718574831748017
54,0.01111365846355875
55,0.009734057446865039
56,0.009577378811963574
57,0.008845616880888715
58,0.008744656712831745
59,0.008872676087965332
60,0.008220750039004843
61,0.007514519501672522
62,0.007595695270449007
63,0.007730101296803137
64,0.007079309216006554
65,0.006915506195654925
66,0.006599458590575962
67,0.007164203589229961
68,0.0062140334305923126
69,0.006690635452080306
70,0.0059598960824180855
71,0.0062101451862566215
72,0.005674879930238497
73,0.00523982237717052
74,0.005363755982543242
75,0.005101690950688475
76,0.005657995553114327
77,0.005202274274214913
78,0.004892587671510673
79,0.004830850519797725
80,0.004849122440244113
81,0.004937731194210117
82,0.004724399413086089
83,0.0041084591376941695
84,0.005023316638017295
85,0.004189830695861994
86,0.00478000303857472
87,0.004096581498998458
88,0.003946500774064579
89,0.0038966851149305256
90,0.004077601366133297
91,0.00408466195185074
92,0.0036372327342924517
93,0.003975118689491031
94,0.0038388159722786723
95,0.003739064299264332
96,0.0037985112265905042
97,0.0033668500810576656
98,0.0042788256844226045
99,0.0034640946578380467
100,0.0038081409718040034
