,0
0,0.0625089652093924
1,0.08439470455972488
2,0.090959777375756
3,0.10315755746160976
4,0.11434318299899501
5,0.12149253371820361
6,0.11919298478153473
7,0.12519039042275887
8,0.1614330220917729
9,0.13133246277786897
10,0.16386567664641205
11,0.16412484632889027
12,0.1831961501954757
13,0.18053940744647473
14,0.18174611957848197
15,0.19387682282173174
16,0.1851783187137026
17,0.1888880280230677
18,0.20237056405170642
19,0.1847949857689089
20,0.1835310368545238
21,0.19544935510189224
22,0.19928738277022745
23,0.1911546715723879
24,0.19642546068709602
25,0.15679116615659663
26,0.1899802393193428
27,0.15680826829577027
28,0.16007667659104968
29,0.1476853884604963
30,0.15127177387401064
31,0.1271722620527492
32,0.12830133066250235
33,0.12773630289830565
34,0.13050086928881177
35,0.14957481554169358
36,0.11648545312841219
37,0.117907562225515
38,0.10144238672930903
39,0.13103750168249045
40,0.1419840291579431
41,0.0930396204578026
42,0.09751309446774646
43,0.09974994645017217
44,0.10064126379660653
45,0.103928091906513
46,0.07839672677063748
47,0.1554672172470419
48,0.14305401606297444
49,0.12522925895938208
50,0.14941884923801146
51,0.06793348985646332
52,0.08095001582313843
53,0.08072322080480114
54,0.1204208338752092
55,0.08996054628308123
56,0.05519899592684613
57,0.07498931264532362
58,0.07989867281393546
59,0.09887588919035531
60,0.06488538011385105
61,0.05543040454374956
62,0.06923250264676341
63,0.05319840919531891
64,0.06683371993825779
65,0.056785648566138824
66,0.052721903972617806
67,0.09279275805051714
68,0.06750515117130583
69,0.04239406929282756
70,0.06939423582013626
71,0.07847351319667176
72,0.06658735078908687
73,0.046826527497348815
74,0.06971998900385222
75,0.07173154278147252
76,0.0920355586046951
77,0.05785021812100136
78,0.044621630782639025
79,0.0485039170108288
80,0.05614437976461547
81,0.05533077872970649
82,0.06889603648688451
83,0.032199241842342935
84,0.03818602742724629
85,0.04511793962748226
86,0.030462361852556474
87,0.20471642123012024
88,0.050437410313047285
89,0.06635525872465467
90,0.05732413760353598
91,0.05330710514114324
92,0.037076851030672375
93,0.05491740698355243
94,0.06549695263282103
95,0.07858232716552585
96,0.0510923552389147
97,0.04683261285096191
98,0.07166094485592961
99,0.10284682801572254
100,0.04169476743903737
101,0.026226422261342232
102,0.10071197724298843
103,0.07498476125582673
104,0.039372047575067855
105,0.05556687666496056
106,0.048969313514576486
107,0.07121338898764995
108,0.1509390216939226
109,0.072334586397087
110,0.03308912340725036
111,0.03343503564963701
112,0.03453767593990066
113,0.04640508942736543
114,0.024679776017311958
115,0.04105170739445661
116,0.035485233508141326
117,0.038010760498174
118,0.03328389535693673
119,0.0816804824445359
