,0
0,0.048861793275178436
1,0.06793795311128721
2,0.07773420851839763
3,0.09285156060807838
4,0.10763858928076088
5,0.11185894830074283
6,0.1241108875643187
7,0.13186169163061162
8,0.14092399190554789
9,0.1556059739148573
10,0.16478144908233627
11,0.1744604166683688
12,0.17180471351049337
13,0.1867127677792535
14,0.18981443114023536
15,0.1905161204595837
16,0.19160259359329967
17,0.19298785640643734
18,0.20602179854131342
19,0.2055068314604141
20,0.1973132401479209
21,0.18511966634446994
22,0.1760791127228789
23,0.19050216830408356
24,0.1819495270339738
25,0.1743180882212389
26,0.17249841083589182
27,0.15746179282900982
28,0.14597286064670284
29,0.1513473482676658
30,0.1340978635950111
31,0.13158669201721648
32,0.11973756158008714
33,0.10679941774978186
34,0.10047848539334991
35,0.11708309134086721
36,0.09685316240632326
37,0.10304553893922104
38,0.08829281523751889
39,0.10726857937006108
40,0.09559216215934675
41,0.10302854819309018
42,0.09166678187565079
43,0.08735374531806507
44,0.07738607687658718
45,0.05900744233995758
46,0.05659639689005528
47,0.08691944397882362
48,0.07348716090874433
49,0.06477014161164833
50,0.06590533052647965
51,0.05613305827862671
52,0.07772227239187625
53,0.042844242126297644
54,0.0584573304255369
55,0.08913760550610839
56,0.05563846849637853
57,0.059866811140815136
58,0.0680703265861206
59,0.04435656494658593
60,0.08078940128411964
61,0.03326953286638706
62,0.050473223291819636
63,0.029575563920049775
64,0.03256192551247719
65,0.03587943369004055
66,0.05240236286087457
67,0.03302317490168398
68,0.04198693737972899
69,0.04653778740009658
70,0.04997918870912112
71,0.04780952220808644
72,0.03544817149765409
73,0.0680554595871728
74,0.04767533107126271
75,0.039878978131278435
76,0.041741561007916636
77,0.048956286321042417
78,0.02176356585570213
79,0.019301287585940075
80,0.05975727458830244
81,0.03498416262441814
82,0.04787479199289325
83,0.045913584126885176
84,0.031974964165754724
85,0.020719159788039027
86,0.08120590262382782
87,0.04800098262212166
88,0.021803594013862126
89,0.059651139192337964
90,0.041781435288103914
91,0.03731579022037691
92,0.021735381037553382
93,0.03765104037351504
94,0.04707185045538288
95,0.031505285152968444
96,0.02666065303962415
97,0.031771334124201925
98,0.03749170032876449
99,0.03433098059360634
100,0.042945775300112544
101,0.027725463095300003
102,0.02212799886783969
103,0.024476686368214737
104,0.02844116830116901
105,0.030407970198931735
106,0.03636814426778262
107,0.027431061456715117
108,0.015464874759279533
109,0.017428929542723015
110,0.020507013997939867
111,0.01854321967783937
112,0.026350592492992358
113,0.08596333009764914
114,0.054299951254209576
115,0.01812082679505366
116,0.026535681139607515
117,0.04965464029635375
118,0.022197745342678512
119,0.01151514502355162
